Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Relative Humidity daily mean [2 m above gnd],Mean Sea Level Pressure daily mean [MSL],Total Precipitation (low resolution) daily sum [sfc],Total Cloud Cover daily mean [sfc],High Cloud Cover daily mean [high cld lay],Medium Cloud Cover daily mean [mid cld lay],Low Cloud Cover daily mean [low cld lay],Sunshine Duration daily sum [sfc],Shortwave Radiation daily sum [sfc],Wind Speed daily mean [10 m above gnd],Wind Direction daily mean [10 m above gnd],Wind Speed daily mean [80 m above gnd],Wind Direction daily mean [80 m above gnd],Wind Speed daily mean [900 mb],Wind Direction daily mean [900 mb],Wind Gust daily mean [sfc],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Relative Humidity daily max [2 m above gnd],Relative Humidity daily min [2 m above gnd],Mean Sea Level Pressure daily max [MSL],Mean Sea Level Pressure daily min [MSL],Total Cloud Cover daily max [sfc],Total Cloud Cover daily min [sfc],High Cloud Cover daily max [high cld lay],High Cloud Cover daily min [high cld lay],Medium Cloud Cover daily max [mid cld lay],Medium Cloud Cover daily min [mid cld lay],Low Cloud Cover daily max [low cld lay],Low Cloud Cover daily min [low cld lay],Wind Speed daily max [10 m above gnd],Wind Speed daily min [10 m above gnd],Wind Speed daily max [80 m above gnd],Wind Speed daily min [80 m above gnd],Wind Speed daily max [900 mb],Wind Speed daily min [900 mb],Wind Gust daily max [sfc],Wind Gust daily min [sfc]
2018,4,29,0,0,23.63,87.88,1014.64,3.20,76.54,65.58,65.38,20.29,18.83,2205.42,1.74,215.74,2.80,197.33,5.07,152.19,3.67,25.96,21.54,97.00,76.00,1016.50,1012.00,100.00,5.10,100.00,0.00,100.00,0.00,100.00,0.00,3.42,0.22,5.11,0.50,9.77,0.81,5.59,0.22
2018,4,30,0,0,24.03,84.08,1014.22,3.10,53.42,64.67,43.75,16.67,312.94,3614.29,1.84,159.27,3.60,127.57,2.70,223.42,3.66,27.41,20.59,99.00,70.00,1015.50,1012.50,100.00,0.90,100.00,3.00,100.00,0.00,100.00,0.00,3.36,0.22,6.24,0.22,7.21,0.92,6.49,1.34
2018,5,1,0,0,23.86,84.83,1014.92,3.00,94.08,66.75,87.21,20.58,15.32,2561.42,1.46,206.55,2.36,248.38,3.40,265.85,2.87,25.91,21.66,97.00,74.00,1016.20,1013.20,100.00,70.00,100.00,0.00,100.00,0.00,100.00,0.00,3.14,0.45,5.37,0.22,7.06,1.41,5.37,0.89
2018,5,2,0,0,24.45,81.67,1014.49,0.30,34.90,7.12,27.08,11.62,375.27,4120.70,1.56,263.34,2.41,282.17,3.29,258.52,2.92,28.13,20.54,98.00,70.00,1016.20,1012.00,100.00,0.00,56.00,0.00,100.00,0.00,100.00,0.00,3.23,0.50,5.91,0.32,5.80,1.12,5.82,0.89
2018,5,3,0,0,24.07,83.71,1013.22,0.10,33.65,11.04,28.29,27.00,279.19,2237.46,2.21,262.91,4.20,254.33,7.55,273.21,5.28,26.38,21.49,94.00,73.00,1014.60,1010.90,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,4.74,0.67,7.60,0.67,14.32,1.84,7.61,2.01
2018,5,4,0,0,23.81,85.79,1013.20,3.50,100.00,70.83,73.33,45.38,0.00,1297.62,1.63,233.82,3.20,219.50,7.62,199.35,3.74,25.11,22.54,90.00,80.00,1014.80,1010.80,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,3.91,0.22,6.14,0.45,10.80,5.61,6.71,0.45
2018,5,5,0,0,23.32,87.83,1014.82,4.40,85.29,42.29,82.96,45.00,51.65,2481.32,1.67,129.76,3.09,120.33,3.23,170.67,3.22,25.26,21.21,98.00,78.00,1016.90,1013.20,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,3.47,0.00,7.61,0.00,5.66,0.45,6.26,0.45
2018,5,6,0,0,24.35,81.08,1015.65,0.90,39.47,10.46,34.42,31.46,399.24,4456.23,2.49,122.07,4.81,114.08,5.39,117.71,5.49,27.77,20.97,97.00,66.00,1017.20,1013.00,100.00,2.10,28.00,0.00,83.00,0.00,100.00,0.00,4.27,1.41,6.80,2.30,8.86,2.70,8.05,2.68
2018,5,7,0,0,23.19,88.12,1015.47,1.10,36.69,33.08,19.88,31.79,223.25,2500.90,1.37,169.18,2.52,150.88,6.55,124.35,3.33,25.26,21.13,96.00,81.00,1017.00,1013.20,100.00,0.00,58.00,0.00,88.00,0.00,100.00,0.00,2.01,0.32,6.76,0.00,11.08,4.30,7.38,0.22
2018,5,8,0,0,24.05,82.75,1014.22,1.20,28.17,25.29,19.71,24.46,325.02,4057.51,1.12,213.90,1.43,209.09,2.29,170.02,1.61,27.34,19.80,99.00,68.00,1015.80,1012.00,100.00,0.00,94.00,0.00,93.00,0.00,100.00,0.00,2.55,0.22,4.53,0.22,5.61,0.22,4.70,0.22
2018,5,9,0,0,23.60,86.08,1013.98,0.20,69.69,74.42,62.54,32.54,145.73,2564.09,1.68,200.00,3.38,211.32,6.92,274.39,3.96,25.36,21.08,96.00,80.00,1015.80,1011.90,100.00,9.00,100.00,30.00,100.00,0.00,100.00,0.00,3.39,0.00,6.67,0.92,12.75,3.04,6.26,1.34
2018,5,10,0,0,24.33,83.75,1012.53,1.40,44.48,50.67,26.21,32.17,286.90,3362.42,2.60,323.12,5.33,330.33,9.96,315.13,6.50,27.22,20.85,98.00,72.00,1014.00,1009.90,100.00,0.60,100.00,0.00,100.00,0.00,100.00,0.00,4.30,1.12,7.44,2.24,14.73,3.81,7.83,4.92
2018,5,11,0,0,24.05,84.42,1014.53,5.90,75.29,18.88,38.88,75.04,163.40,2383.42,2.09,219.92,4.09,214.90,5.44,205.41,3.30,25.87,22.89,92.00,77.00,1017.40,1012.50,100.00,6.00,94.00,0.00,94.00,0.00,100.00,0.00,3.26,0.00,8.23,0.45,8.87,1.27,4.70,1.34
2018,5,12,0,0,23.37,82.75,1015.64,6.40,52.50,14.00,16.54,51.50,296.66,3292.11,3.69,122.23,5.87,117.00,10.64,118.28,6.58,25.90,21.03,93.00,72.00,1017.60,1012.60,100.00,2.10,97.00,0.00,100.00,0.00,100.00,0.00,6.58,1.20,9.11,3.69,22.50,4.70,10.51,3.13
2018,5,13,0,0,23.62,76.21,1013.23,0.40,12.27,13.42,1.25,11.33,555.41,5503.76,1.93,112.84,3.96,114.75,4.90,170.57,5.02,27.79,18.85,92.00,63.00,1015.50,1009.80,100.00,0.00,27.00,0.00,10.00,0.00,100.00,0.00,3.04,0.67,6.65,0.45,7.26,0.50,7.38,2.46
2018,5,14,0,0,24.36,80.33,1011.78,0.30,69.08,51.42,6.04,64.92,220.28,3472.78,1.77,233.07,3.71,222.20,6.74,300.68,4.49,26.73,21.00,96.00,71.00,1013.80,1008.40,100.00,10.00,100.00,3.00,88.00,0.00,100.00,10.00,3.20,0.63,5.59,0.81,10.80,3.75,6.93,2.46
2018,5,15,0,0,24.70,80.54,1012.17,1.00,62.52,75.71,35.54,57.75,276.56,3748.68,2.34,148.32,4.03,187.47,7.10,328.60,5.70,27.49,22.94,90.00,69.00,1013.90,1009.80,100.00,10.00,100.00,14.00,93.00,0.00,100.00,0.00,4.93,0.50,6.32,1.84,11.50,3.41,7.83,3.13
2018,5,16,0,0,23.34,89.54,1013.18,0.30,92.31,42.67,84.21,48.00,17.97,1424.89,1.07,123.12,2.14,119.46,3.14,199.54,2.45,24.27,22.27,96.00,85.00,1014.80,1011.00,100.00,4.50,100.00,2.00,100.00,0.00,100.00,0.00,2.41,0.32,5.15,0.22,5.03,0.67,6.04,0.67
2018,5,17,0,0,23.38,87.46,1012.99,5.70,56.65,7.17,34.21,32.04,239.16,3181.75,1.81,186.53,2.67,164.00,4.24,145.74,3.10,26.37,21.66,97.00,74.00,1014.70,1010.20,100.00,0.00,26.00,0.00,100.00,0.00,100.00,0.00,3.00,0.81,6.80,0.67,6.15,1.41,6.04,0.45
2018,5,18,0,0,23.08,88.75,1011.91,0.90,56.80,9.12,3.00,55.54,159.99,2532.94,2.05,241.98,4.18,246.44,7.10,313.08,4.96,25.76,20.49,98.00,78.00,1013.80,1009.20,100.00,0.00,31.00,0.00,72.00,0.00,100.00,0.00,3.58,1.14,8.25,1.36,9.89,5.11,7.61,3.36
2018,5,19,0,0,23.54,84.62,1014.92,3.80,52.35,25.75,25.50,51.58,178.82,2550.74,3.45,130.34,5.03,115.97,10.53,133.43,6.01,25.05,21.93,94.00,78.00,1018.40,1013.30,100.00,6.90,100.00,2.00,78.00,0.00,100.00,0.00,8.56,0.63,13.24,0.45,32.36,1.20,15.88,1.12
2018,5,20,0,0,22.01,55.29,1016.42,0.00,53.61,23.50,0.00,50.00,303.96,4466.91,6.05,137.52,9.32,129.10,23.32,119.40,10.96,24.87,19.47,77.00,38.00,1019.30,1012.70,100.00,2.10,100.00,2.00,0.00,0.00,100.00,0.00,9.44,1.80,12.35,5.85,37.68,10.25,16.55,6.49
2018,5,21,0,0,21.56,63.88,1013.86,0.00,14.83,49.42,0.00,0.00,554.41,5505.54,1.94,108.47,4.35,83.10,5.99,128.40,4.98,25.85,16.25,81.00,57.00,1015.70,1010.90,30.00,0.30,100.00,1.00,0.00,0.00,0.00,0.00,2.73,0.45,8.07,0.71,17.22,1.43,9.62,0.67
2018,5,22,0,0,22.62,75.54,1015.21,0.00,7.90,1.71,0.00,7.50,592.47,5211.84,3.01,144.56,5.61,126.39,6.31,119.53,6.17,26.37,18.28,96.00,64.00,1017.70,1012.50,100.00,0.00,10.00,0.00,0.00,0.00,100.00,0.00,5.22,1.92,9.18,3.12,12.38,1.20,10.74,3.36
2018,5,23,0,0,22.94,73.79,1017.03,0.00,41.85,2.17,0.00,41.58,393.54,3972.96,4.30,142.50,7.48,135.15,14.13,115.17,8.39,25.73,21.02,86.00,63.00,1019.70,1014.50,100.00,0.30,10.00,0.00,0.00,0.00,100.00,0.00,8.01,2.24,9.33,5.07,24.14,6.71,11.86,3.36
2018,5,24,0,0,22.84,72.29,1017.56,0.00,0.35,1.17,0.00,0.00,688.25,5640.82,3.80,138.82,7.13,125.33,10.98,113.79,8.00,26.71,18.81,89.00,57.00,1020.30,1014.70,3.60,0.00,12.00,0.00,0.00,0.00,0.00,0.00,6.95,2.24,9.83,3.42,19.99,5.41,13.20,4.25
2018,5,25,0,0,23.41,74.38,1016.08,0.00,2.74,0.88,0.00,2.50,654.47,5357.80,3.35,147.36,6.30,127.44,8.64,118.50,7.17,27.23,19.14,92.00,62.00,1018.90,1012.70,10.00,0.00,6.00,0.00,0.00,0.00,10.00,0.00,6.50,2.24,8.71,3.61,17.01,5.10,10.74,3.36
2018,5,26,0,0,24.15,75.62,1014.52,0.00,1.77,0.46,0.00,1.67,665.69,5469.94,2.20,155.52,4.07,110.68,5.36,101.87,4.56,27.84,19.81,90.00,63.00,1016.90,1011.30,10.00,0.00,3.00,0.00,0.00,0.00,10.00,0.00,4.84,0.22,8.41,0.45,9.40,1.58,9.40,0.89
2018,5,27,0,0,25.08,73.67,1014.01,0.00,16.66,1.08,12.75,16.50,642.44,5285.71,1.61,130.44,2.21,110.51,2.56,55.31,2.96,28.16,21.07,90.00,62.00,1015.80,1011.10,82.00,0.00,6.00,0.00,82.00,0.00,82.00,0.00,2.28,0.32,3.91,0.45,4.80,0.63,4.25,0.45
2018,5,28,0,0,24.37,77.75,1015.19,0.00,28.36,3.12,22.75,27.75,466.40,3959.61,1.77,169.50,2.87,135.11,2.72,121.98,3.17,26.72,21.90,87.00,69.00,1017.40,1012.60,88.00,0.00,27.00,0.00,88.00,0.00,88.00,0.00,2.83,0.45,6.65,0.63,4.44,0.71,5.82,1.12
2018,5,29,0,0,23.02,87.58,1013.88,0.00,54.97,8.58,21.79,54.67,92.97,2176.94,2.12,136.73,3.00,131.40,8.02,330.64,4.12,25.01,20.48,95.00,81.00,1015.90,1011.10,100.00,0.30,20.00,1.00,81.00,0.00,100.00,0.00,3.39,0.71,4.24,1.30,10.03,5.32,6.26,1.34
2018,5,30,0,0,23.99,84.00,1012.58,0.00,62.62,8.46,19.17,62.00,263.67,2848.89,2.67,216.05,4.33,218.82,11.55,324.17,6.27,26.67,21.73,94.00,72.00,1014.50,1009.40,100.00,3.60,21.00,0.00,93.00,0.00,100.00,0.00,4.95,0.92,6.44,2.24,18.76,6.79,10.51,1.57
2018,5,31,0,0,23.49,87.71,1012.00,0.00,83.62,11.17,37.75,83.62,92.39,1868.11,1.71,174.15,3.24,193.50,11.42,328.26,6.28,24.75,22.31,97.00,83.00,1014.30,1009.10,100.00,10.00,40.00,0.00,87.00,0.00,100.00,10.00,3.58,0.00,5.05,0.00,15.44,8.28,8.95,2.91
2018,6,1,0,0,24.00,85.58,1011.97,0.10,90.96,13.00,34.92,90.96,113.39,2523.15,2.44,156.26,3.88,208.45,11.40,247.38,6.58,25.86,22.52,97.00,76.00,1014.40,1009.50,100.00,35.00,78.00,0.00,88.00,0.00,100.00,35.00,4.94,0.95,5.37,1.70,17.93,3.54,9.62,2.91
2018,6,2,0,0,22.40,91.46,1014.87,14.30,100.00,28.96,76.67,99.88,0.00,1171.24,3.81,119.05,5.66,118.84,10.07,114.99,5.61,23.58,18.55,97.00,84.00,1019.60,1013.40,100.00,100.00,100.00,0.00,100.00,0.00,100.00,97.00,7.31,1.50,10.66,1.92,25.25,1.27,12.30,2.01
2018,6,3,0,0,15.16,92.88,1021.02,14.80,100.00,39.75,100.00,100.00,0.00,590.96,7.17,134.22,10.36,132.97,35.20,114.83,11.62,17.78,14.18,94.00,90.00,1022.70,1019.90,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,9.18,4.76,13.61,7.44,46.24,11.89,20.80,5.59
2018,6,4,0,0,18.79,78.04,1019.52,0.00,57.30,17.08,46.25,33.42,461.26,5362.25,4.51,127.73,6.65,124.04,18.78,116.38,7.27,23.59,13.89,93.00,66.00,1022.40,1016.00,100.00,3.60,40.00,0.00,100.00,0.00,100.00,0.00,7.33,1.92,8.82,4.32,32.94,5.82,12.08,3.80
2018,6,5,0,0,21.42,79.17,1016.40,0.00,88.75,61.08,41.96,59.04,160.85,4754.38,1.95,118.60,3.28,106.49,7.15,146.08,5.01,24.72,15.93,95.00,71.00,1019.40,1013.40,100.00,6.00,100.00,7.00,100.00,0.00,100.00,0.00,4.59,0.71,7.20,0.50,16.21,0.00,9.62,1.12
2018,6,6,0,0,22.83,79.67,1013.14,0.00,71.53,25.75,0.00,71.42,236.00,4152.74,1.67,161.85,3.18,130.01,7.25,311.99,5.80,25.45,18.09,96.00,71.00,1015.70,1010.10,100.00,10.00,62.00,1.00,0.00,0.00,100.00,10.00,3.39,0.22,7.50,0.22,14.62,1.41,10.07,0.89
2018,6,7,0,0,23.83,76.71,1014.70,0.00,40.53,31.79,0.00,37.50,489.28,4689.41,2.57,242.39,4.64,252.17,9.21,230.40,6.91,26.89,21.08,85.00,66.00,1017.20,1012.90,100.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,4.61,0.63,8.69,0.63,16.98,0.71,9.62,2.24
2018,6,8,0,0,21.34,86.33,1016.48,0.00,55.29,3.04,8.33,51.54,80.24,2616.60,3.37,112.33,5.90,108.42,8.12,154.49,5.69,23.01,18.99,96.00,80.00,1018.70,1013.80,100.00,1.00,24.00,0.00,100.00,0.00,100.00,1.00,5.11,1.36,9.00,2.83,14.97,1.91,11.63,3.13
2018,6,9,0,0,22.01,86.33,1015.62,0.00,89.92,8.50,74.83,51.71,31.06,2973.49,1.69,159.36,3.70,149.34,12.49,320.41,6.28,25.83,18.29,98.00,74.00,1017.60,1013.10,100.00,24.00,47.00,0.00,100.00,0.00,100.00,0.00,3.61,0.00,6.73,1.90,17.40,6.64,9.17,2.68
2018,6,10,0,0,24.89,75.88,1013.51,0.00,79.08,2.21,52.62,65.25,275.30,4896.78,2.70,295.70,4.81,328.56,12.52,313.16,8.22,28.70,20.11,96.00,60.00,1015.70,1010.30,100.00,10.00,21.00,0.00,100.00,0.00,100.00,0.00,5.70,0.50,8.69,0.89,18.48,6.17,9.62,6.04
2018,6,11,0,0,24.24,79.67,1013.48,1.20,91.71,12.04,91.29,32.21,56.81,2678.01,3.32,322.51,6.14,313.73,15.14,303.26,8.36,25.98,22.31,96.00,69.00,1014.30,1011.80,100.00,10.00,100.00,0.00,100.00,0.00,100.00,0.00,7.81,0.92,9.52,1.61,20.94,10.80,11.41,6.04
2018,6,12,0,0,24.84,74.96,1013.52,0.00,70.24,4.67,69.79,8.12,142.98,3586.70,3.35,328.80,6.08,321.87,15.34,300.80,9.26,28.59,20.36,98.00,58.00,1015.00,1011.40,100.00,2.00,20.00,0.00,100.00,0.00,79.00,0.00,7.07,1.27,8.50,2.69,24.34,9.08,12.75,5.37
2018,6,13,0,0,23.45,78.50,1017.03,0.00,60.74,9.17,51.62,28.92,254.90,2403.89,1.60,226.58,3.45,230.35,4.34,298.28,3.88,25.44,21.43,86.00,71.00,1019.50,1014.90,100.00,2.10,29.00,0.00,100.00,0.00,100.00,0.00,3.81,0.45,8.63,1.12,7.83,0.00,8.95,1.79
2018,6,14,0,0,20.20,88.25,1018.67,1.30,98.96,50.17,29.96,96.50,0.00,1518.34,5.56,134.91,7.50,134.07,14.16,103.86,6.40,21.72,18.07,93.00,84.00,1020.60,1016.60,100.00,75.00,100.00,0.00,100.00,0.00,100.00,16.00,6.96,3.54,9.69,5.87,20.81,5.69,10.07,4.92
2018,6,15,0,0,19.97,73.17,1019.95,0.00,100.00,52.88,0.12,100.00,0.00,2598.80,5.79,133.90,8.04,132.23,20.10,116.49,8.01,21.91,18.12,88.00,62.00,1021.80,1018.30,100.00,100.00,100.00,14.00,3.00,0.00,100.00,100.00,8.40,3.41,10.52,6.04,29.74,13.16,13.20,3.58
2018,6,16,0,0,19.13,64.17,1021.39,0.00,64.32,34.75,0.00,60.25,173.47,3735.33,5.81,119.93,8.89,117.89,24.58,112.71,9.43,21.68,17.10,72.00,59.00,1023.90,1019.00,100.00,5.70,56.00,15.00,0.00,0.00,100.00,0.00,9.13,2.25,11.74,4.39,36.83,14.04,16.78,4.47
2018,6,17,0,0,19.84,72.54,1021.08,0.00,7.65,25.50,0.00,0.00,628.41,5394.29,4.02,123.71,7.51,118.41,14.56,115.21,8.94,24.12,15.14,90.00,64.00,1023.50,1018.50,16.50,0.00,55.00,0.00,0.00,0.00,0.00,0.00,7.11,2.47,9.89,3.82,23.91,5.52,12.97,3.13
2018,6,18,0,0,20.60,72.17,1021.38,0.00,3.99,13.29,0.00,0.00,687.72,5461.04,4.29,129.89,7.06,122.52,14.34,120.72,8.36,24.48,16.72,86.00,59.00,1024.20,1019.20,30.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,7.64,2.30,9.25,4.53,23.76,6.45,11.63,4.92
2018,6,19,0,0,21.81,74.08,1018.41,0.00,0.60,2.00,0.00,0.00,686.06,5391.62,2.02,131.34,4.17,110.57,7.06,101.01,4.64,26.59,16.26,96.00,58.00,1020.80,1015.60,2.70,0.00,9.00,0.00,0.00,0.00,0.00,0.00,3.41,0.71,7.83,1.34,15.23,0.22,7.61,1.34
2018,6,20,0,0,23.06,75.17,1016.81,0.00,7.00,0.00,0.00,7.00,584.41,5145.98,1.92,114.73,2.43,83.73,2.83,182.09,3.36,27.30,18.22,94.00,61.00,1019.10,1014.40,56.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,3.33,0.32,3.33,0.32,4.12,0.89,5.59,1.57
2018,6,21,0,0,23.92,74.08,1016.10,0.00,12.11,1.62,0.00,11.62,612.54,5079.23,1.37,225.91,1.77,187.28,4.66,293.84,3.05,27.45,20.19,93.00,60.00,1018.20,1013.10,100.00,0.00,39.00,0.00,0.00,0.00,100.00,0.00,2.41,0.22,3.26,0.22,6.83,2.38,5.82,1.34
2018,6,22,0,0,23.85,74.88,1015.47,0.00,22.93,69.00,3.46,7.54,567.10,4657.37,1.61,215.01,2.83,225.78,4.36,280.16,3.68,26.93,20.34,92.00,63.00,1018.20,1012.60,65.00,10.00,100.00,17.00,65.00,0.00,11.00,0.00,3.80,0.22,6.04,0.22,9.71,0.22,6.26,0.89
2018,6,23,0,0,24.73,69.12,1013.13,0.00,11.53,23.83,0.00,9.50,603.14,5097.03,3.61,285.41,6.64,302.72,13.30,320.84,9.22,28.75,20.49,96.00,53.00,1014.70,1010.90,46.00,1.80,68.00,0.00,0.00,0.00,46.00,0.00,6.96,0.71,8.42,3.39,20.02,9.20,12.08,2.91
2018,6,24,0,0,23.29,78.33,1014.62,0.00,33.48,78.58,7.54,16.92,390.52,3216.46,2.34,170.92,4.15,192.11,8.35,268.23,5.07,26.72,20.58,91.00,69.00,1016.00,1013.00,100.00,6.00,100.00,20.00,72.00,0.00,100.00,0.00,4.52,0.92,6.24,1.00,12.22,1.91,10.07,2.24
2018,6,25,0,0,22.75,87.46,1014.45,2.30,59.06,32.71,49.00,42.08,148.89,2277.51,1.35,151.78,2.54,251.10,6.08,304.06,3.30,25.49,19.87,98.00,74.00,1016.20,1011.80,100.00,4.80,100.00,0.00,100.00,0.00,100.00,0.00,2.20,0.50,5.37,0.22,9.13,1.30,4.92,1.57
2018,6,26,0,0,23.87,81.88,1013.45,0.00,33.04,5.21,0.00,32.54,403.13,3819.88,1.86,224.74,3.95,232.51,8.03,321.96,5.41,27.39,20.12,99.00,65.00,1015.30,1010.60,100.00,0.00,22.00,0.00,0.00,0.00,100.00,0.00,4.05,0.00,5.81,0.00,9.93,5.80,8.50,2.24
2018,6,27,0,0,25.30,71.50,1013.20,0.00,29.64,9.04,18.25,28.83,577.36,4895.00,2.58,263.38,4.27,291.15,9.17,322.38,6.60,28.30,22.14,93.00,58.00,1015.00,1010.90,81.00,8.40,42.00,0.00,81.00,0.00,81.00,0.00,5.85,0.22,6.50,0.32,15.09,5.32,9.17,0.67
2018,6,28,0,0,24.23,77.58,1013.86,0.00,24.71,0.04,0.00,24.71,395.21,3797.63,1.62,230.64,2.33,207.87,7.18,328.44,3.82,27.39,21.25,96.00,64.00,1015.60,1011.70,100.00,0.00,1.00,0.00,0.00,0.00,100.00,0.00,3.67,0.22,4.32,0.00,11.56,2.83,6.04,0.89
2018,6,29,0,0,24.19,77.83,1013.37,0.00,15.08,0.12,0.00,15.08,506.93,4001.44,2.16,306.23,3.59,308.62,8.88,310.48,5.19,27.38,20.36,93.00,65.00,1015.70,1011.20,100.00,0.00,2.00,0.00,0.00,0.00,100.00,0.00,4.93,0.50,7.33,1.12,14.36,3.48,9.84,1.34
2018,6,30,0,0,24.34,77.50,1012.85,0.00,13.24,0.96,0.00,13.04,547.24,4072.64,1.99,262.00,3.70,258.89,7.51,324.71,5.42,27.97,20.57,96.00,62.00,1015.00,1010.70,100.00,0.00,7.00,0.00,0.00,0.00,100.00,0.00,4.84,0.50,6.58,0.22,13.01,1.30,9.17,2.24
2018,7,1,0,0,25.19,73.62,1011.44,0.00,17.55,15.88,0.00,17.21,562.36,4755.27,2.28,260.99,3.28,306.23,8.12,324.86,4.54,28.84,21.52,93.00,59.00,1012.90,1009.00,100.00,8.10,34.00,0.00,0.00,0.00,100.00,0.00,5.87,0.22,6.67,0.22,17.56,3.04,8.95,0.45
2018,7,2,0,0,25.88,69.88,1011.69,0.00,13.76,9.17,0.00,13.50,573.25,5123.73,3.03,278.03,4.55,286.56,9.03,318.20,6.16,29.29,22.50,89.00,56.00,1013.30,1009.80,100.00,2.70,19.00,1.00,0.00,0.00,100.00,0.00,6.65,0.32,7.62,0.00,17.25,3.30,10.07,0.67
2018,7,3,0,0,24.31,77.62,1014.03,0.00,34.89,3.17,0.00,34.25,417.06,3295.67,1.44,162.04,2.08,141.67,2.90,201.79,2.14,26.42,22.31,93.00,70.00,1015.90,1011.70,100.00,0.00,18.00,0.00,0.00,0.00,100.00,0.00,3.23,0.32,6.33,0.67,5.91,0.50,4.25,0.67
2018,7,4,0,0,24.93,73.54,1013.46,0.30,24.46,31.12,0.00,19.83,567.00,5034.73,1.59,154.74,3.13,133.60,1.65,152.37,2.92,28.27,21.60,96.00,60.00,1015.00,1011.40,100.00,5.40,100.00,13.00,0.00,0.00,100.00,0.00,2.30,0.45,6.83,0.50,4.16,0.22,5.59,1.57
2018,7,5,0,0,24.59,76.00,1012.90,0.00,24.16,48.88,0.00,13.00,491.47,4185.67,1.65,221.18,2.85,226.37,5.95,319.98,4.11,28.21,20.95,96.00,61.00,1014.40,1010.40,100.00,2.70,100.00,2.00,0.00,0.00,100.00,0.00,3.04,0.00,8.08,0.22,12.34,2.03,6.26,1.12
2018,7,6,0,0,24.31,79.08,1012.94,0.00,37.21,23.04,0.00,32.17,305.01,2737.64,1.86,273.64,3.85,261.60,6.59,319.41,4.31,26.81,21.45,90.00,69.00,1014.50,1010.90,100.00,0.60,100.00,0.00,0.00,0.00,100.00,0.00,4.34,0.32,7.94,1.12,9.05,4.03,6.93,2.01
2018,7,7,0,0,24.74,75.58,1013.35,0.00,36.54,7.62,0.00,36.29,378.65,3905.32,2.00,205.89,3.79,194.06,4.96,274.55,4.66,27.75,22.35,89.00,63.00,1014.80,1011.70,100.00,0.00,47.00,0.00,0.00,0.00,100.00,0.00,4.26,0.71,6.80,1.57,9.17,1.57,6.71,2.01
2018,7,8,0,0,24.34,76.38,1015.00,0.70,19.36,2.42,5.21,18.83,433.33,3471.89,1.85,180.02,2.54,175.46,2.77,186.33,2.75,27.94,21.17,96.00,67.00,1017.00,1013.00,100.00,0.00,11.00,0.00,67.00,0.00,100.00,0.00,3.39,0.22,5.22,0.45,4.91,0.22,4.70,0.45
2018,7,9,0,0,22.21,79.29,1017.61,0.40,47.10,6.21,15.50,46.83,320.55,2535.61,6.04,156.22,8.91,149.71,18.26,117.53,8.42,23.93,19.46,96.00,60.00,1021.60,1015.80,100.00,0.00,33.00,0.00,79.00,0.00,100.00,0.00,9.87,1.92,14.46,1.80,32.32,5.56,12.97,2.01
2018,7,10,0,0,18.25,52.96,1020.82,0.00,68.44,24.21,0.00,62.67,137.15,3882.18,6.86,136.03,10.19,129.17,25.23,115.52,9.27,20.39,16.28,65.00,45.00,1023.90,1017.60,100.00,4.00,100.00,0.00,0.00,0.00,100.00,0.00,10.24,2.12,13.53,5.69,42.33,11.71,16.78,6.26
2018,7,11,0,0,19.06,65.21,1018.14,0.00,15.06,28.71,10.21,0.00,671.18,5504.65,3.20,121.36,6.40,111.97,10.71,118.80,7.65,23.58,14.58,83.00,56.00,1020.50,1015.10,100.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,6.58,2.06,10.13,2.46,21.91,2.98,14.32,2.91
2018,7,12,0,0,21.60,67.46,1016.90,0.00,8.27,19.54,4.17,0.00,649.44,5489.52,1.92,136.18,3.86,127.32,3.90,272.14,4.67,26.42,15.66,88.00,54.00,1019.20,1014.40,60.00,0.00,73.00,0.00,60.00,0.00,0.00,0.00,3.00,0.81,8.02,0.63,8.61,0.89,8.28,2.01
2018,7,13,0,0,23.84,68.79,1015.82,0.00,52.37,70.33,41.58,0.00,256.58,5045.41,2.33,263.71,3.79,277.25,5.21,300.92,5.05,28.37,19.17,83.00,55.00,1017.60,1013.10,100.00,9.00,100.00,0.00,100.00,0.00,0.00,0.00,4.47,0.32,7.07,0.32,7.92,3.00,7.83,2.24
2018,7,14,0,0,25.26,65.50,1013.71,0.00,18.98,2.96,18.92,0.08,650.18,5521.56,3.32,327.48,6.82,322.59,10.23,312.37,8.78,29.98,19.82,92.00,47.00,1015.70,1011.10,100.00,0.00,38.00,0.00,100.00,0.00,2.00,0.00,6.30,1.36,9.93,3.12,16.62,3.82,10.29,7.16
